"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"som.Vector.append (Object)","436 ms (0.6%)","409 ms (0.7%)","436 ms (0%)","409 ms (0%)","12,537,960"
"cd.Simulator.simulate (double)","396 ms (0.5%)","390 ms (0.6%)","712 ms (0.1%)","689 ms (0.1%)","4,000"
"cd.Motion.findIntersection (cd.Motion)","357 ms (0.5%)","351 ms (0.6%)","853 ms (0.1%)","831 ms (0.1%)","726,940"
"cd.RedBlackTree.treeMinimum (cd.RedBlackTree.Node)","294 ms (0.4%)","289 ms (0.5%)","294 ms (0%)","289 ms (0%)","3,515,480"
"cd.RedBlackTree.leftRotate (cd.RedBlackTree.Node)","298 ms (0.4%)","283 ms (0.5%)","298 ms (0%)","283 ms (0%)","6,437,560"
"cd.CollisionDetector.lambda$handleNewFrame$3 (som.Vector, som.Vector)","282 ms (0.4%)","274 ms (0.4%)","1,348 ms (0.2%)","1,303 ms (0.2%)","726,940"
"cd.CollisionDetector.lambda$handleNewFrame$1 (cd.RedBlackTree, som.Vector, cd.RedBlackTree.Entry)","283 ms (0.4%)","270 ms (0.4%)","5,957 ms (0.7%)","5,727 ms (0.7%)","4,000,000"
"som.Vector.size ()","279 ms (0.4%)","262 ms (0.4%)","279 ms (0%)","262 ms (0%)","9,144,040"
"cd.CollisionDetector.lambda$reduceCollisionSet$4 (cd.RedBlackTree, cd.Motion)","278 ms (0.4%)","260 ms (0.4%)","38,881 ms (4.3%)","37,533 ms (4.4%)","4,000,000"
"cd.CollisionDetector.lambda$reduceCollisionSet$5 (som.Vector, cd.RedBlackTree.Entry)","207 ms (0.3%)","200 ms (0.3%)","316 ms (0%)","306 ms (0%)","2,774,400"
"som.Vector.at (int)","184 ms (0.3%)","178 ms (0.3%)","184 ms (0%)","178 ms (0%)","6,180,820"
"cd.Vector3D.minus (cd.Vector3D)","153 ms (0.2%)","150 ms (0.2%)","153 ms (0%)","150 ms (0%)","4,354,960"
"cd.CollisionDetector.voxelHash (cd.Vector3D)","141 ms (0.2%)","133 ms (0.2%)","141 ms (0%)","133 ms (0%)","4,000,000"
"cd.Vector3D.squaredMagnitude ()","105 ms (0.1%)","104 ms (0.2%)","151 ms (0%)","147 ms (0%)","1,453,880"
"cd.Motion.delta ()","105 ms (0.1%)","99.5 ms (0.2%)","161 ms (0%)","154 ms (0%)","1,453,880"
"cd.Vector3D.dot (cd.Vector3D)","68.3 ms (0.1%)","64.8 ms (0.1%)","68.3 ms (0%)","64.8 ms (0%)","2,177,480"
"cd.RedBlackTree.rightRotate (cd.RedBlackTree.Node)","38.1 ms (0.1%)","35.0 ms (0.1%)","38.1 ms (0%)","35.0 ms (0%)","849,480"
"cd.CollisionDetector.handleNewFrame (som.Vector)","32.0 ms (0%)","32.2 ms (0.1%)","64,401 ms (7.2%)","62,110 ms (7.3%)","4,000"
"cd.Vector3D.plus (cd.Vector3D)","32.4 ms (0%)","30.9 ms (0%)","32.4 ms (0%)","30.9 ms (0%)","871,740"
"cd.Vector3D.times (double)","30.6 ms (0%)","28.7 ms (0%)","30.6 ms (0%)","28.7 ms (0%)","871,740"
"CD.benchmark (int)","20.2 ms (0%)","20.4 ms (0%)","65,136 ms (7.3%)","62,823 ms (7.3%)","20"
"cd.CollisionDetector.reduceCollisionSet (som.Vector)","15.0 ms (0%)","15.1 ms (0%)","40,147 ms (4.5%)","38,779 ms (4.5%)","4,000"
"Run.reportBenchmark ()","10.7 ms (0%)","5.46 ms (0%)","10.7 ms (0%)","5.46 ms (0%)","1"
"Run.printResult (long)","3.71 ms (0%)","3.70 ms (0%)","3.71 ms (0%)","3.70 ms (0%)","20"
"Harness.processArguments (String[])","3.11 ms (0%)","3.6 ms (0%)","3.48 ms (0%)","3.43 ms (0%)","1"
"Run.measure (Benchmark)","1.28 ms (0%)","1.27 ms (0%)","65,142 ms (7.3%)","62,828 ms (7.3%)","20"
"CD.innerBenchmarkLoop (int)","0.636 ms (0%)","0.633 ms (0%)","65,137 ms (7.3%)","62,823 ms (7.3%)","20"
"cd.CollisionDetector.<clinit> ()","0.447 ms (0%)","0.433 ms (0%)","0.447 ms (0%)","0.433 ms (0%)","1"
"Run.getSuiteFromName (String)","0.367 ms (0%)","0.368 ms (0%)","0.367 ms (0%)","0.368 ms (0%)","1"
"cd.Vector3D.magnitude ()","0.332 ms (0%)","0.322 ms (0%)","0.760 ms (0%)","0.744 ms (0%)","3,340"
"Run.runBenchmark ()","0.260 ms (0%)","0.259 ms (0%)","65,153 ms (7.3%)","62,834 ms (7.3%)","1"
"Harness.main (String[])","7,975 ms (10.9%)","0.217 ms (0%)","73,132 ms (8.2%)","62,838 ms (7.3%)","1"
"Run.printTotal ()","0.138 ms (0%)","0.139 ms (0%)","0.138 ms (0%)","0.139 ms (0%)","1"
"Run.lambda$getSuiteFromName$1 ()","0.077 ms (0%)","0.076 ms (0%)","0.077 ms (0%)","0.076 ms (0%)","1"
"cd.RedBlackTree$Color.<clinit> ()","0.033 ms (0%)","0.034 ms (0%)","0.033 ms (0%)","0.034 ms (0%)","1"
"Run.doRuns (Benchmark)","0.018 ms (0%)","0.016 ms (0%)","65,142 ms (7.3%)","62,828 ms (7.3%)","1"
"CD.verifyResult (int, int)","0.011 ms (0%)","0.007 ms (0%)","0.011 ms (0%)","0.007 ms (0%)","20"
